31,1733,77,94,73,115
31,1842,1410,323,93,234
31,1862,1545,337,13,17
31,1984,361,236,81,93
32,1733,77,94,73,115
32,1842,1413,326,93,234
32,1862,1543,338,13,17
32,1984,360,235,81,93
33,1733,76,94,73,115
33,1842,1417,324,93,234
33,1984,360,235,81,93
34,1733,76,94,73,115
34,1842,1419,323,93,234
34,1984,359,234,81,93
35,1733,77,94,73,115
35,1842,1422,323,93,234
35,1984,358,234,81,93
36,1733,77,94,73,115
36,1842,1425,323,93,234
36,1984,357,234,81,93
37,1733,77,94,73,115
37,1842,1427,322,93,234
37,1984,356,233,81,93
38,1733,77,93,73,115
38,1842,1426,322,93,234
38,1984,355,232,81,93
39,1733,77,92,73,115
39,1842,1428,322,93,234
39,1984,354,232,81,93
40,1733,78,93,73,115
40,1842,1430,322,93,234
40,1984,354,232,81,93
41,1733,77,92,73,115
41,1842,1435,323,93,234
41,1984,352,231,81,93
42,1733,77,91,73,115
42,1842,1439,321,93,234
42,1984,351,231,81,93
43,1733,78,92,73,115
43,1842,1439,320,93,234
43,1984,350,231,81,93
44,1733,77,91,73,115
44,1842,1446,321,93,234
44,1984,349,231,81,93
45,1733,78,91,73,115
45,1842,1453,321,93,234
45,1984,348,232,81,93
46,1733,78,92,73,115
46,1842,1461,320,93,234
46,1984,347,232,81,93
47,1733,78,91,73,115
47,1842,1471,311,93,234
47,1984,345,231,81,93
48,1733,78,92,73,115
48,1842,1475,322,93,234
48,1984,343,232,81,93
49,1733,78,93,73,115
49,1842,1475,322,93,234
49,1984,341,232,81,93
50,1733,78,92,73,115
50,1842,1476,321,93,234
50,1984,340,232,81,93
51,1733,78,92,73,115
51,1842,1480,322,93,234
51,1984,338,231,81,93
52,1733,78,93,73,115
52,1842,1466,322,93,234
52,1984,336,231,81,93
53,1733,78,93,73,115
53,1842,1467,322,93,234
53,1984,334,231,81,93
54,1733,78,93,73,115
54,1842,1470,322,93,234
54,1984,333,231,81,93
55,1733,77,93,73,115
55,1842,1471,322,93,234
55,1984,331,231,81,93
56,1733,77,93,73,115
56,1842,1474,323,93,234
56,1984,330,231,81,93
57,1733,77,93,73,115
57,1842,1478,322,93,234
57,1984,329,231,81,93
58,1733,76,93,73,115
58,1842,1481,324,93,234
58,1984,328,230,81,93
59,1733,76,92,73,115
59,1842,1485,328,93,234
59,1984,327,230,81,93
60,1733,76,93,73,115
60,1842,1489,325,93,234
60,1984,326,230,81,93
61,1733,76,94,73,115
61,1842,1497,326,93,234
61,1984,325,229,81,93
62,1733,75,93,73,115
62,1842,1502,326,93,234
62,1984,325,229,81,93
63,1733,75,93,73,115
63,1842,1511,325,93,234
63,1984,324,229,81,93
64,1733,75,94,73,115
64,1842,1519,326,93,234
64,1984,323,229,81,93
65,1733,74,93,73,115
65,1842,1531,332,93,234
65,1984,322,229,81,93
66,1733,74,93,73,115
66,1842,1531,335,93,234
66,1984,321,229,81,93
67,1733,74,92,73,115
67,1842,1531,335,93,234
67,1984,321,229,81,93
68,1733,73,92,73,115
68,1842,1531,334,93,234
68,1984,320,229,81,93
69,1733,73,91,73,115
69,1842,1532,335,93,234
69,1984,319,229,81,93
70,1733,73,91,73,115
70,1842,1533,334,93,234
70,1984,319,230,81,93
71,1733,73,92,73,115
71,1842,1534,334,93,234
71,1984,318,230,81,93
72,1733,73,93,73,115
72,1842,1536,332,93,234
72,1984,318,230,81,93
73,1733,75,94,73,115
73,1842,1540,330,93,234
73,1984,317,230,81,93
74,1733,73,94,73,115
74,1842,1544,327,93,234
74,1984,317,230,81,93
75,1733,75,97,73,115
75,1842,1549,325,93,234
75,1984,316,230,81,93
76,1733,75,98,73,115
76,1842,1550,329,93,234
