1,1760,555,66,24,46
1,1793,1231,53,16,42
1,1828,1757,0,19,34
1,1831,1610,692,84,129
1,1838,1523,339,45,93
1,1872,1115,92,26,50
1,1893,1438,78,24,49
1,1898,868,0,9,30
1,1903,1435,17,18,39
1,1905,1803,15,25,42
1,1906,588,113,17,52
1,1911,1180,219,31,72
1,1917,170,65,26,48
1,1936,510,78,22,44
1,1937,556,119,29,52
1,1938,553,217,33,43
1,1939,532,66,18,44
1,1940,1901,97,19,55
1,1941,1454,31,21,42
1,1944,1192,482,57,106
1,1946,1772,0,17,33
1,1951,1435,117,24,55
1,1953,1095,112,25,51
1,1954,863,0,12,29
1,1955,1436,537,64,122
1,1957,1508,408,56,110
1,1958,1342,53,13,43
1,1960,1210,298,40,90
1,1961,653,40,22,40
1,1962,1210,214,33,77
1,1963,418,98,21,49
1,1968,1472,308,50,89
1,1969,1404,33,16,42
1,1974,1299,54,30,42
1,1976,0,75,25,39
1,1977,1908,100,12,56
1,1978,1327,849,99,165
1,1982,421,357,46,90
1,1986,806,0,10,31
2,1760,555,66,24,46
2,1793,1230,52,16,42
2,1828,1756,0,18,33
2,1831,1610,692,83,128
2,1838,1522,339,44,92
2,1872,1114,92,26,50
2,1893,1437,77,24,49
2,1898,867,0,9,30
2,1903,1435,17,17,38
2,1905,1803,15,25,42
2,1906,588,113,16,51
2,1911,1180,219,30,71
2,1917,169,64,26,48
2,1936,510,77,21,43
2,1937,555,119,28,51
2,1938,552,216,33,43
2,1939,532,66,17,43
2,1940,1900,96,19,55
2,1941,1454,31,20,41
2,1944,1192,482,56,105
2,1946,1771,0,17,33
2,1951,1435,117,23,54
2,1953,1095,111,24,50
2,1954,862,0,12,29
2,1955,1435,536,64,122
2,1957,1507,407,56,110
2,1958,1342,52,13,43
2,1960,1210,297,39,89
2,1961,653,39,22,40
2,1962,1209,214,32,76
2,1963,418,98,20,48
2,1968,1471,307,50,89
2,1969,1404,32,16,42
2,1974,1299,53,30,42
2,1976,0,74,25,39
2,1977,1907,98,12,57
2,1978,1326,848,99,165
2,1982,421,356,46,90
2,1986,805,0,10,31
3,1760,555,65,24,46
3,1793,1230,52,16,42
3,1828,1756,0,18,33
3,1831,1610,692,83,128
3,1838,1522,339,44,92
3,1872,1114,92,26,50
3,1893,1438,77,24,49
