1,1775,1419,139,34,66
1,1801,735,172,33,88
1,1833,956,359,82,172
1,1845,1682,82,14,21
1,1895,1541,123,28,53
1,1896,1516,97,26,44
1,1897,1573,91,21,45
1,1971,1070,269,59,135
1,1992,1435,83,11,30
1,1993,1500,80,17,35
1,1994,1409,85,12,23
2,1775,1419,139,34,66
2,1801,734,173,33,88
2,1833,955,360,82,172
2,1845,1682,82,14,21
2,1895,1541,124,28,53
2,1896,1517,96,26,44
2,1897,1573,91,21,45
2,1971,1068,270,59,135
2,1992,1436,83,11,30
2,1993,1500,79,17,35
2,1994,1409,85,12,23
3,1775,1419,140,34,66
3,1801,733,173,33,88
3,1833,954,361,82,172
3,1845,1683,82,14,21
3,1895,1541,124,28,53
3,1896,1517,96,26,44
3,1897,1573,92,21,45
3,1971,1067,270,59,135
3,1992,1436,83,11,30
3,1993,1500,79,17,35
3,1994,1409,85,12,23
4,1775,1419,139,34,66
4,1801,732,173,33,88
4,1833,954,362,82,172
4,1845,1683,82,14,21
4,1895,1541,123,28,53
4,1896,1518,96,26,44
4,1897,1573,91,21,45
4,1971,1067,265,59,135
4,1992,1437,82,11,30
4,1993,1500,79,17,35
4,1994,1409,85,12,23
5,1775,1419,140,34,66
5,1801,731,172,33,88
5,1833,953,361,82,172
5,1845,1684,82,14,21
5,1895,1541,124,28,53
5,1896,1518,98,26,44
5,1897,1574,91,21,45
5,1971,1066,266,59,135
5,1992,1436,83,11,30
5,1993,1501,80,17,35
5,1994,1409,85,12,23
6,1775,1419,137,34,66
6,1801,730,172,33,88
6,1833,952,362,82,172
6,1845,1685,82,14,21
6,1895,1540,124,28,53
6,1896,1518,98,26,44
6,1897,1574,91,21,45
6,1971,1066,266,59,135
6,1992,1436,83,11,30
6,1993,1501,79,17,35
6,1994,1409,85,12,23
7,1775,1419,137,34,66
7,1801,729,170,33,88
7,1833,951,367,82,172
7,1845,1686,82,14,21
7,1895,1540,125,28,53
7,1896,1519,98,26,44
7,1897,1574,92,21,45
7,1971,1064,270,59,135
7,1992,1437,82,11,30
7,1993,1501,80,17,35
7,1994,1409,85,12,23
8,1775,1419,137,34,66
8,1801,729,174,33,88
8,1833,951,370,82,172
8,1845,1686,82,14,21
8,1895,1540,124,28,53
